Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	SumItems	TotalProb	DropChance	Term
Act 2 (H) Champ A	13	69	6	1020	1024	1020			Act 2 (H) Citem A	1	Act 2 (H) Cpot A	3																				0
Act 2 (H) Champ B	13	71	6	1020	1024	1020			Act 2 (H) Citem B	1	Act 2 (H) Cpot B	3																				0
Act 2 (H) Champ C	13	72	6	1020	1024	1020			Act 2 (H) Citem C	1	Act 2 (H) Cpot C	3																				0
Act 3 (H) Champ A	13	74	6	1020	1024	1020			Act 3 (H) Citem A	1	Act 3 (H) Cpot A	3																				0
Act 3 (H) Champ B	13	75	6	1020	1024	1020			Act 3 (H) Citem B	1	Act 3 (H) Cpot B	3																				0
Act 3 (H) Champ C	13	77	6	1020	1024	1020			Act 3 (H) Citem C	1	Act 3 (H) Cpot C	3																				0
Act 4 (H) Champ A	13	78	6	1020	1024	1020			Act 4 (H) Citem A	1	Act 4 (H) Cpot A	3																				0
Act 4 (H) Champ B	13	80	6	1020	1024	1020			Act 4 (H) Citem B	1	Act 4 (H) Cpot B	3																				0
Act 5 (H) Champ A	13	81	6	1020	1024	1020			Act 5 (H) Citem A	1	Act 5 (H) Cpot A	3																				0
Act 5 (H) Champ B	13	83	6	1020	1024	1020			Act 5 (H) Citem B	1	Act 5 (H) Cpot B	3																				0
Act 5 (H) Champ C	13	85	6	1020	1024	1020			Act 5 (H) Citem C	1	Act 5 (H) Cpot C	3																				0
Act 1 Uitem A	14	0	6	1020	1024	1020			Act 1 Equip A	58	Act 1 Good	4																				0
Act 1 Uitem B	14	5	6	1020	1024	1020			Act 1 Equip B	58	Act 1 Good	4																				0
Act 1 Uitem C	14	9	6	1020	1024	1020			Act 1 Equip C	58	Act 1 Good	4																				0
Act 2 Uitem A	14	12	6	1020	1024	1020			Act 2 Equip A	58	Act 2 Good	4																				0
Act 2 Uitem B	14	15	6	1020	1024	1020			Act 2 Equip B	58	Act 2 Good	4																				0
Act 2 Uitem C	14	18	6	1020	1024	1020			Act 2 Equip C	58	Act 3 Good	4																				0
Act 3 Uitem A	14	20	6	1020	1024	1020			Act 3 Equip A	58	Act 3 Good	4																				0
Act 3 Uitem B	14	22	6	1020	1024	1020			Act 3 Equip B	58	Act 3 Good	4																				0
Act 3 Uitem C	14	24	6	1020	1024	1020			Act 3 Equip C	58	Act 3 Good	4																				0
Act 4 Uitem A	14	26	6	1020	1024	1020			Act 4 Equip A	58	Act 4 Good	4																				0
Act 4 Uitem B	14	29	6	1020	1024	1020			Act 4 Equip B	58	Act 4 Good	4																				0
Act 5 Uitem A	14	32	6	1020	1024	1020			Act 5 Equip A	58	Act 5 Good	4																				0
Act 5 Uitem B	14	34	6	1020	1024	1020			Act 5 Equip B	58	Act 5 Good	4																				0
Act 5 Uitem C	14	36	6	1020	1024	1020			Act 5 Equip C	58	Act 5 Good	4																				0
Act 1 (N) Uitem A	14	38	6	1020	1024	1020			Act 1 (N) Equip A	58	Act 1 (N) Good	4																				0
Act 1 (N) Uitem B	14	40	6	1020	1024	1020			Act 1 (N) Equip B	58	Act 1 (N) Good	4																				0
Act 1 (N) Uitem C	14	41	6	1020	1024	1020			Act 1 (N) Equip B	58	Act 1 (N) Good	4																				0
Act 2 (N) Uitem A	14	42	6	1020	1024	1020			Act 2 (N) Equip A	58	Act 2 (N) Good	4																				0
Act 2 (N) Uitem B	14	44	6	1020	1024	1020			Act 2 (N) Equip B	58	Act 2 (N) Good	4																				0
Act 2 (N) Uitem C	14	45	6	1020	1024	1020			Act 2 (N) Equip B	58	Act 2 (N) Good	4																				0
Act 3 (N) Uitem A	14	46	6	1020	1024	1020			Act 3 (N) Equip A	58	Act 3 (N) Good	4																				0
Act 3 (N) Uitem B	14	48	6	1020	1024	1020			Act 3 (N) Equip B	58	Act 3 (N) Good	4																				0
Act 3 (N) Uitem C	14	50	6	1020	1024	1020			Act 3 (N) Equip B	58	Act 3 (N) Good	4																				0
Act 4 (N) Uitem A	14	51	6	1020	1024	1020			Act 4 (N) Equip A	58	Act 4 (N) Good	4																				0
Act 4 (N) Uitem B	14	54	6	1020	1024	1020			Act 4 (N) Equip B	58	Act 4 (N) Good	4																				0
Act 5 (N) Uitem A	14	57	6	1020	1024	1020			Act 5 (N) Equip A	58	Act 5 (N) Good	4																				0
Act 5 (N) Uitem B	14	60	6	1020	1024	1020			Act 5 (N) Equip B	58	Act 5 (N) Good	4																				0
Act 5 (N) Uitem C	14	62	6	1020	1024	1020			Act 5 (N) Equip C	58	Act 5 (N) Good	4																				0
Act 1 (H) Uitem A	14	63	6	1020	1024	1020			Act 1 (H) Equip A	58	Act 1 (H) Good	4																				0
Act 1 (H) Uitem B	14	66	6	1020	1024	1020			Act 1 (H) Equip B	58	Act 1 (H) Good	4																				0
Act 1 (H) Uitem C	14	68	6	1020	1024	1020			Act 1 (H) Equip B	58	Act 1 (H) Good	4																				0
Act 2 (H) Uitem A	14	69	6	1020	1024	1020			Act 2 (H) Equip A	58	Act 2 (H) Good	4																				0
Act 2 (H) Uitem B	14	71	6	1020	1024	1020			Act 2 (H) Equip B	58	Act 2 (H) Good	4																				0
Act 2 (H) Uitem C	14	72	6	1020	1024	1020			Act 2 (H) Equip B	58	Act 2 (H) Good	4																				0
Act 3 (H) Uitem A	14	74	6	1020	1024	1020			Act 3 (H) Equip A	58	Act 3 (H) Good	4																				0
Act 3 (H) Uitem B	14	75	6	1020	1024	1020			Act 3 (H) Equip B	58	Act 3 (H) Good	4																				0
Act 3 (H) Uitem C	14	77	6	1020	1024	1020			Act 3 (H) Equip B	58	Act 3 (H) Good	4																				0
Act 4 (H) Uitem A	14	78	6	1020	1024	1020			Act 4 (H) Equip A	58	Act 4 (H) Good	4																				0
Act 4 (H) Uitem B	14	80	6	1020	1024	1020			Act 4 (H) Equip B	58	Act 4 (H) Good	4																				0
Act 5 (H) Uitem A	14	81	6	1020	1024	1020			Act 5 (H) Equip A	58	Act 5 (H) Good	4																				0
Act 5 (H) Uitem B	14	83	6	1020	1024	1020			Act 5 (H) Equip B	58	Act 5 (H) Good	4																				0
Act 5 (H) Uitem C	14	85	6	1020	1024	1020			Act 5 (H) Equip C	58	Act 5 (H) Good	4																				0
Act 1 Unique A	15	0	6	1020	1024	1020			Act 1 Uitem A	1	Act 1 Cpot A	2																				0
Act 1 Unique B	15	5	6	1020	1024	1020			Act 1 Uitem B	1	Act 1 Cpot B	2																				0
Act 1 Unique C	15	9	6	1020	1024	1020			Act 1 Uitem C	1	Act 1 Cpot C	2																				0
Act 2 Unique A	15	12	6	1020	1024	1020			Act 2 Uitem A	1	Act 2 Cpot A	2																				0
Act 2 Unique B	15	15	6	1020	1024	1020			Act 2 Uitem B	1	Act 2 Cpot B	2																				0
Act 2 Unique C	15	18	6	1020	1024	1020			Act 2 Uitem C	1	Act 2 Cpot C	2																				0
Act 3 Unique A	15	20	6	1020	1024	1020			Act 3 Uitem A	1	Act 3 Cpot A	2																				0
Act 3 Unique B	15	22	6	1020	1024	1020			Act 3 Uitem B	1	Act 3 Cpot B	2																				0
Act 3 Unique C	15	24	6	1020	1024	1020			Act 3 Uitem C	1	Act 3 Cpot C	2																				0
Act 4 Unique A	15	26	6	1020	1024	1020			Act 4 Uitem A	1	Act 4 Cpot A	2																				0
Act 4 Unique B	15	29	6	1020	1024	1020			Act 4 Uitem B	1	Act 4 Cpot B	2																				0
Act 5 Unique A	15	32	6	1020	1024	1020			Act 5 Uitem A	1	Act 5 Cpot A	2																				0
Act 5 Unique B	15	34	6	1020	1024	1020			Act 5 Uitem B	1	Act 5 Cpot B	2																				0
Act 5 Unique C	15	36	6	1020	1024	1020			Act 5 Uitem C	1	Act 5 Cpot C	2																				0
Act 1 (N) Unique A	15	38	6	1020	1024	1020			Act 1 (N) Uitem A	1	Act 1 (N) Cpot A	2																				0
Act 1 (N) Unique B	15	40	6	1020	1024	1020			Act 1 (N) Uitem B	1	Act 1 (N) Cpot B	2																				0
Act 1 (N) Unique C	15	41	6	1020	1024	1020			Act 1 (N) Uitem C	1	Act 1 (N) Cpot C	2																				0
Act 2 (N) Unique A	15	42	6	1020	1024	1020			Act 2 (N) Uitem A	1	Act 2 (N) Cpot A	2																				0
Act 2 (N) Unique B	15	44	6	1020	1024	1020			Act 2 (N) Uitem B	1	Act 2 (N) Cpot B	2																				0
Act 2 (N) Unique C	15	45	6	1020	1024	1020			Act 2 (N) Uitem C	1	Act 2 (N) Cpot C	2																				0
Act 3 (N) Unique A	15	46	6	1020	1024	1020			Act 3 (N) Uitem A	1	Act 3 (N) Cpot A	2																				0
Act 3 (N) Unique B	15	48	6	1020	1024	1020			Act 3 (N) Uitem B	1	Act 3 (N) Cpot B	2																				0
Act 3 (N) Unique C	15	50	6	1020	1024	1020			Act 3 (N) Uitem C	1	Act 3 (N) Cpot C	2																				0
Act 4 (N) Unique A	15	51	6	1020	1024	1020			Act 4 (N) Uitem A	1	Act 4 (N) Cpot A	2																				0
Act 4 (N) Unique B	15	54	6	1020	1024	1020			Act 4 (N) Uitem B	1	Act 4 (N) Cpot B	2																				0
Act 5 (N) Unique A	15	57	6	1020	1024	1020			Act 5 (N) Uitem A	1	Act 5 (N) Cpot A	2																				0
Act 5 (N) Unique B	15	60	6	1020	1024	1020			Act 5 (N) Uitem B	1	Act 5 (N) Cpot B	2																				0
Act 5 (N) Unique C	15	62	6	1020	1024	1020			Act 5 (N) Uitem C	1	Act 5 (N) Cpot C	2																				0
Act 1 (H) Unique A	15	63	6	1020	1024	1020			Act 1 (H) Uitem A	1	Act 1 (H) Cpot A	2																				0
Act 1 (H) Unique B	15	66	6	1020	1024	1020			Act 1 (H) Uitem B	1	Act 1 (H) Cpot B	2																				0
Act 1 (H) Unique C	15	68	6	1020	1024	1020			Act 1 (H) Uitem C	1	Act 1 (H) Cpot C	2																				0
Act 2 (H) Unique A	15	69	6	1020	1024	1020			Act 2 (H) Uitem A	1	Act 2 (H) Cpot A	2																				0
Act 2 (H) Unique B	15	71	6	1020	1024	1020			Act 2 (H) Uitem B	1	Act 2 (H) Cpot B	2																				0
Act 2 (H) Unique C	15	72	6	1020	1024	1020			Act 2 (H) Uitem C	1	Act 2 (H) Cpot C	2																				0
Act 3 (H) Unique A	15	74	6	1020	1024	1020			Act 3 (H) Uitem A	1	Act 3 (H) Cpot A	2																				0
Act 3 (H) Unique B	15	75	6	1020	1024	1020			Act 3 (H) Uitem B	1	Act 3 (H) Cpot B	2																				0
Act 3 (H) Unique C	15	77	6	1020	1024	1020			Act 3 (H) Uitem C	1	Act 3 (H) Cpot C	2																				0
Act 4 (H) Unique A	15	78	6	1020	1024	1020			Act 4 (H) Uitem A	1	Act 4 (H) Cpot A	2																				0
Act 4 (H) Unique B	15	80	6	1020	1024	1020			Act 4 (H) Uitem B	1	Act 4 (H) Cpot B	2																				0
Act 5 (H) Unique A	15	81	6	1020	1024	1020			Act 5 (H) Uitem A	1	Act 5 (H) Cpot A	2																				0
Act 5 (H) Unique B	15	83	6	1020	1024	1020			Act 5 (H) Uitem B	1	Act 5 (H) Cpot B	2																				0
Act 5 (H) Unique C	15	85	6	1020	1024	1020			Act 5 (H) Uitem C	1	Act 5 (H) Cpot C	2																				0
Quill 1	16	0	6	1020	1024	1020			gld	19	Act 1 Junk	19																				0
Quill 2	16	4	6	1020	1024	1020			gld	19	Act 1 Junk	19																				0
Quill 3	16	8	6	1020	1024	1020			gld	19	Act 1 Junk	19	Act 1 Good	1																		0
Quill 4	16	12	6	1020	1024	1020			gld	19	Act 1 Junk	19	Act 1 Good	1																		0
Quill 5	16	20	6	1020	1024	1020			gld	19	Act 3 Junk	19	Act 3 Good	1																		0
Quill 1 (N)	16	32	6	1020	1024	1020			gld	19	Act 1 (N) Junk	19																				0
Quill 2 (N)	16	35	6	1020	1024	1020			gld	19	Act 1 (N) Junk	19	Act 1 (N) Good	1																		0
Quill 3 (N)	16	38	6	1020	1024	1020			gld	19	Act 1 (N) Junk	19	Act 1 (N) Good	1																		0
Quill 4 (N)	16	40	6	1020	1024	1020			gld	19	Act 1 (N) Junk	19	Act 1 (N) Good	1																		0
Quill 5 (N)	16	46	6	1020	1024	1020			gld	19	Act 3 (N) Junk	19	Act 3 (N) Good	1																		0
Quill 1 (H)	16	60	6	1020	1024	1020			gld	19	Act 1 (H) Junk	19																				0
Quill 2 (H)	16	62	6	1020	1024	1020			gld	19	Act 1 (H) Junk	19	Act 1 (H) Good	3																		0
Quill 3 (H)	16	65	6	1020	1024	1020			gld	19	Act 1 (H) Junk	19	Act 1 (H) Good	3																		0
Quill 4 (H)	16	68	6	1020	1024	1020			gld	19	Act 1 (H) Junk	19	Act 1 (H) Good	3																		0
Quill 5 (H)	16	85	6	1020	1024	1020			gld	19	Act 3 (H) Junk	19	Act 3 (H) Good	3																		0
Swarm 1	17	0	6	1020	1024	1020			Potion 2	12	Misc 1	6	Act 2 Good	1	Act 2 Magic A	6																0
Swarm 2	17	20	6	1020	1024	1020			Potion 3	12	Misc 2	6	Act 3 Good	1	Act 3 Magic A	6																0
Swarm 1 (N)	17	40	6	1020	1024	1020			Potion 6	12	Misc 2	6	Act 2 (N) Good	1	Act 2 (N) Magic A	6																0
Swarm 2 (N)	17	46	6	1020	1024	1020			Potion 6	12	Misc 2	6	Act 3 (N) Good	1	Act 3 (N) Magic A	6																0
Swarm 1 (H)	17	68	6	1020	1024	1020			Potion 6	12	Misc 2	6	Act 2 (H) Good	1	Act 2 (H) Magic A	6																0
Swarm 2 (H)	17	74	6	1020	1024	1020			Potion 6	12	Misc 2	6	Act 3 (H) Good	1	Act 3 (H) Magic A	6																0
Andariel			6	1020	1024	1020			"gld,mul=1280"	11	Act 2 Equip A	19	Act 2 Junk	15	Act 2 Good	3																0
Andariel (N)			6	1020	1024	1020			"gld,mul=1536"	11	Act 2 (N) Equip A	19	Act 2 (N) Junk	15	Act 2 (N) Good	3																0
Andariel (H)			6	1020	1024	1020			"gld,mul=2048"	11	Act 2 (H) Equip A	19	Act 2 (H) Junk	15	Act 2 (H) Good	3	tes	1														0
Andarielq			6	1020	1024	1020			Act 2 Equip A	19	Act 2 Good	3																				0
Andarielq (N)			6	1020	1024	1020			Act 2 (N) Equip A	19	Act 2 (N) Good	3																				0
Andarielq (H)			6	1020	1024	1020			Act 2 (H) Equip A	19	Act 2 (H) Good	3	tes	1																		0
Duriel - Base			6	1020	1024	1020			"gld,mul=1280"	11	Act 3 Equip A	19	Act 3 Junk	15	Act 3 Good	3																0
Duriel (N) - Base			6	1020	1024	1020			"gld,mul=1536"	11	Act 3 (N) Equip A	19	Act 3 (N) Junk	15	Act 3 (N) Good	3																0
Duriel (H) - Base			6	1020	1024	1020			"gld,mul=2048"	11	Act 3 (H) Equip A	19	Act 3 (H) Junk	15	Act 3 (H) Good	3	tes	2														0
Durielq - Base			6	1020	1024	1020			Act 3 Equip A	19	Act 3 Good	3																				0
Durielq (N) - Base			6	1020	1024	1020			Act 3 (N) Equip A	19	Act 3 (N) Good	3																				0
Durielq (H) - Base			6	1020	1024	1020			Act 3 (H) Equip A	19	Act 3 (H) Good	3	tes	2																		0
Radament			6	1020	1024	1020			"gld,mul=1280"	11	Act 3 Equip B	19	Act 3 Junk	15	Act 3 Good	3																0
Radament (N)			6	1020	1024	1020			"gld,mul=1536"	11	Act 3 (N) Equip B	19	Act 3 (N) Junk	15	Act 3 (N) Good	3																0
Radament (H)			6	1020	1024	1020			"gld,mul=2048"	11	Act 3 (H) Equip C	19	Act 3 (H) Junk	15	Act 3 (H) Good	3																0
Flying Scimitar			6	1020	1024	1020			Act 2 Good	3	scm	57																				0
Flying Scimitar (N)			6	1020	1024	1020			Act 2 (N) Good	3	scm	25	9sm	32																		0
Flying Scimitar (H)			6	1020	1024	1020			Act 2 (H) Good	3	scm	7	9sm	18	7sm	32																0
Mephisto			6	1020	1024	1020			"gld,mul=1280"	5	Act 4 Equip A	52	Act 4 Junk	5	Act 4 Good	3																0
Mephisto (N)			6	1020	1024	1020			"gld,mul=1536"	5	Act 4 (N) Equip A	52	Act 4 (N) Junk	5	Act 4 (N) Good	3																0
Mephisto (H)			6	1020	1024	1020			"gld,mul=2048"	5	Act 4 (H) Equip A	52	Act 4 (H) Junk	5	Act 4 (H) Good	3	ceh	1														0
Mephistoq			6	1020	1024	1020			Act 4 Equip A	52	Act 4 Good	3																				0
Mephistoq (N)			6	1020	1024	1020			Act 4 (N) Equip A	52	Act 4 (N) Good	3																				0
Mephistoq (H)			6	1020	1024	1020			Act 4 (H) Equip A	52	Act 4 (H) Good	3	ceh	1																		0
Diablo			6	1020	1024	1020			"gld,mul=1280"	5	Act 5 Equip A	52	Act 5 Junk	5	Act 5 Good	3																0
Diablo (N)			6	1020	1024	1020			"gld,mul=1536"	5	Act 5 (N) Equip A	52	Act 5 (N) Junk	5	Act 5 (N) Good	3																0
Diablo (H)			6	1020	1024	1020			"gld,mul=2048"	5	Act 5 (H) Equip A	52	Act 5 (H) Junk	5	Act 5 (H) Good	3	bet	1														0
Diabloq			6	1020	1024	1020			Act 5 Equip A	52	Act 5 Good	3																				0
Diabloq (N)			6	1020	1024	1020			Act 5 (N) Equip A	52	Act 5 (N) Good	3																				0
Diabloq (H)			6	1020	1024	1020			Act 5 (H) Equip A	52	Act 5 (H) Good	3	bet	1																		0
Summoner			6	1020	1024	1020			"gld,mul=1280"	9	Act 2 Equip C	15	Act 3 Junk	5	Act 2 Good	3	Act 3 Magic A	4														0
Summoner (N)			6	1020	1024	1020			"gld,mul=1536"	9	Act 2 (N) Equip C	15	Act 3 (N) Junk	5	Act 2 (N) Good	3	Act 3 (N) Magic A	4														0
Summoner (H)			6	1020	1024	1020			"gld,mul=2048"	9	Act 2 (H) Equip C	15	Act 3 (H) Junk	5	Act 2 (H) Good	3	Act 3 (H) Magic A	4	pk2	1												0
Council			6	1020	1024	1020			"gld,mul=1280"	9	Act 4 Equip A	15	Act 4 Junk	5	Act 4 Good	3	Act 4 Magic A	4														0
Council (N)			6	1020	1024	1020			"gld,mul=1536"	9	Act 4 (N) Equip A	15	Act 4 (N) Junk	5	Act 4 (N) Good	3	Act 4 (N) Magic A	4														0
Council (H)			6	1020	1024	1020			"gld,mul=2048"	9	Act 4 (H) Equip A	15	Act 4 (H) Junk	5	Act 4 (H) Good	3	Act 4 (H) Magic A	4														0
Griswold			6	1020	1024	1020			Act 1 Uitem C	1	Act 1 Melee B	2																				0
Griswold (N)			6	1020	1024	1020			Act 1 (H) Uitem C	1	Act 1 (N) Melee B	2																				0
Griswold (H)			6	1020	1024	1020			Act 1 (H) Uitem C	1	Act 1 (H) Melee B	2																				0
Cow			6	1020	1024	1020			gld	19	Act 5 Equip A	19	Act 5 Junk	19	Act 5 Good	3																0
Cow (N)			6	1020	1024	1020			gld	19	Act 5 (N) Equip A	19	Act 5 (N) Junk	19	Act 5 (N) Good	3																0
Cow (H)			6	1020	1024	1020			gld	19	Act 5 (H) Equip B	19	Act 5 (H) Junk	19	Act 5 (H) Good	3																0
Trapped Soul			6	1020	1024	1020			gld	19	Act 4 Equip A	8	Act 4 Junk	33																		0
Trapped Soul (N)			6	1020	1024	1020			gld	19	Act 4 (N) Equip A	8	Act 4 (N) Junk	33																		0
Trapped Soul (H)			6	1020	1024	1020			gld	19	Act 4 (H) Equip A	8	Act 4 (H) Junk	33																		0
Haphesto			6	1020	1024	1020			"gld,mul=1280"	14	Act 5 Equip A	19	Act 5 Junk	5	Act 5 Good	3																0
Haphesto (N)			6	1020	1024	1020			"gld,mul=1536"	14	Act 5 (N) Equip A	19	Act 5 (N) Junk	5	Act 5 (N) Good	3																0
Haphesto (H)			6	1020	1024	1020			"gld,mul=2048"	14	Act 5 (H) Equip A	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																0
Nihlathak			6	1020	1024	1020			"gld,mul=1280"	14	Act 5 Equip B	19	Act 5 Junk	5	Act 5 Good	3																0
Nihlathak (N)			6	1020	1024	1020			"gld,mul=1536"	14	Act 5 (N) Equip B	19	Act 5 (N) Junk	5	Act 5 (N) Good	3																0
Nihlathak (H)			6	1020	1024	1020			"gld,mul=2048"	14	Act 5 (H) Equip B	19	Act 5 (H) Junk	5	Act 5 (H) Good	3	pk3	1														0
Baal			6	1020	1024	1020			"gld,mul=1280"	5	Act 1 (N) Equip A	52	Act 1 (N) Junk	5	Act 1 (N) Good	3																0
Baal (N)			6	1020	1024	1020			"gld,mul=1536"	5	Act 1 (H) Equip A	52	Act 1 (H) Junk	5	Act 1 (H) Good	3																0
Baal (H)			6	1020	1024	1020			"gld,mul=2048"	5	Act 5 (H) Equip B	52	Act 5 (H) Junk	5	Act 5 (H) Good	3	fed	1														0
Baalq			6	1020	1024	1020			Act 1 (N) Equip A	52	Act 1 (N) Good	3																				0
Baalq (N)			6	1020	1024	1020			Act 1 (H) Equip A	52	Act 1 (H) Good	3																				0
Baalq (H)			6	1020	1024	1020			Act 5 (H) Equip B	52	Act 5 (H) Good	3	fed	1																		0
Blood Raven			6	1020	1024	1020			"gld,mul=1280"	14	Act 1 Equip B	19	Act 1 Junk	5	Act 1 Good	3																0
Blood Raven (N)			6	1020	1024	1020			"gld,mul=1536"	14	Act 1 (N) Equip B	19	Act 1 (N) Junk	5	Act 1 (N) Good	3																0
Blood Raven (H)			6	1020	1024	1020			"gld,mul=2048"	14	Act 1 (H) Equip B	19	Act 1 (H) Junk	5	Act 1 (H) Good	3																0
Smith			6	1020	1024	1020			Act 1 Uitem C	1	Act 1 Melee B	2																				0
Smith (N)			6	1020	1024	1020			Act 1 (H) Uitem C	1	Act 1 (N) Melee B	2																				0
Smith (H)			6	1020	1024	1020			Act 1 (H) Uitem C	1	Act 1 (H) Melee B	2																				0
Izual			6	1020	1024	1020			"gld,mul=1280"	14	Act 4 Equip B	19	Act 4 Junk	5	Act 4 Good	3																0
Izual (N)			6	1020	1024	1020			"gld,mul=1536"	14	Act 4 (N) Equip B	19	Act 4 (N) Junk	5	Act 4 (N) Good	3																0
Izual (H)			6	1020	1024	1020			"gld,mul=2048"	14	Act 4 (H) Equip B	19	Act 4 (H) Junk	5	Act 4 (H) Good	3																0
Act 1 Super A	18	0	6	1020	1024	1020			Act 1 Uitem A	2	Act 1 Cpot A	2																				0
Act 1 Super B	18	5	6	1020	1024	1020			Act 1 Uitem B	2	Act 1 Cpot B	2																				0
Act 1 Super C	18	9	6	1020	1024	1020			Act 1 Uitem C	2	Act 1 Cpot C	2																				0
Act 2 Super A	18	12	6	1020	1024	1020			Act 2 Uitem A	2	Act 2 Cpot A	2																				0
Act 2 Super B	18	15	6	1020	1024	1020			Act 2 Uitem B	2	Act 2 Cpot B	2																				0
Act 2 Super C	18	18	6	1020	1024	1020			Act 2 Uitem C	2	Act 2 Cpot C	2																				0
Act 3 Super A	18	20	6	1020	1024	1020			Act 3 Uitem A	2	Act 3 Cpot A	2																				0
Act 3 Super B	18	22	6	1020	1024	1020			Act 3 Uitem B	2	Act 3 Cpot B	2																				0
Act 3 Super C	18	24	6	1020	1024	1020			Act 3 Uitem C	2	Act 3 Cpot C	2																				0
Act 4 Super A	18	26	6	1020	1024	1020			Act 4 Uitem A	2	Act 4 Cpot A	2																				0
Act 4 Super B	18	29	6	1020	1024	1020			Act 4 Uitem B	2	Act 4 Cpot B	2																				0
Act 4 Super C	18	32	6	1020	1024	1020			Act 4 Uitem B	2	Act 4 Cpot B	2																				0
Act 5 Super A	18	34	6	1020	1024	1020			Act 5 Uitem A	2	Act 5 Cpot A	2																				0
Act 5 Super B	18	36	6	1020	1024	1020			Act 5 Uitem B	2	Act 5 Cpot B	2																				0
Act 5 Super C	18	38	6	1020	1024	1020			Act 5 Uitem C	2	Act 5 Cpot C	2																				0
Act 1 (N) Super A	18	40	6	1020	1024	1020			Act 1 (N) Uitem A	2	Act 1 (N) Cpot A	2																				0
Act 1 (N) Super B	18	41	6	1020	1024	1020			Act 1 (N) Uitem B	2	Act 1 (N) Cpot B	2																				0
Act 1 (N) Super C	18	42	6	1020	1024	1020			Act 1 (N) Uitem C	2	Act 1 (N) Cpot C	2																				0
Act 2 (N) Super A	18	44	6	1020	1024	1020			Act 2 (N) Uitem A	2	Act 2 (N) Cpot A	2																				0
Act 2 (N) Super B	18	45	6	1020	1024	1020			Act 2 (N) Uitem B	2	Act 2 (N) Cpot B	2																				0
Act 2 (N) Super C	18	46	6	1020	1024	1020			Act 2 (N) Uitem C	2	Act 2 (N) Cpot C	2																				0
Act 3 (N) Super A	18	48	6	1020	1024	1020			Act 3 (N) Uitem A	2	Act 3 (N) Cpot A	2																				0
Act 3 (N) Super B	18	50	6	1020	1024	1020			Act 3 (N) Uitem B	2	Act 3 (N) Cpot B	2																				0
Act 3 (N) Super C	18	51	6	1020	1024	1020			Act 3 (N) Uitem C	2	Act 3 (N) Cpot C	2																				0
Act 4 (N) Super A	18	54	6	1020	1024	1020			Act 4 (N) Uitem A	2	Act 4 (N) Cpot A	2																				0
Act 4 (N) Super B	18	57	6	1020	1024	1020			Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																				0
Act 4 (N) Super C	18	60	6	1020	1024	1020			Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																				0
Act 5 (N) Super A	18	62	6	1020	1024	1020			Act 5 (N) Uitem A	2	Act 5 (N) Cpot A	2																				0
Act 5 (N) Super B	18	63	6	1020	1024	1020			Act 5 (N) Uitem B	2	Act 5 (N) Cpot B	2																				0
Act 5 (N) Super C	18	66	6	1020	1024	1020			Act 5 (N) Uitem C	2	Act 5 (N) Cpot C	2																				0
Act 1 (H) Super A	18	67	6	1020	1024	1020			Act 1 (H) Uitem A	2	Act 1 (H) Cpot A	2																				0
Act 1 (H) Super B	18	67	6	1020	1024	1020			Act 1 (H) Uitem B	2	Act 1 (H) Cpot B	2																				0
Act 1 (H) Super C	18	68	6	1020	1024	1020			Act 1 (H) Uitem C	2	Act 1 (H) Cpot C	2																				0
Act 2 (H) Super A	18	68	6	1020	1024	1020			Act 2 (H) Uitem A	2	Act 2 (H) Cpot A	2																				0
Act 2 (H) Super B	18	69	6	1020	1024	1020			Act 2 (H) Uitem B	2	Act 2 (H) Cpot B	2																				0
Act 2 (H) Super C	18	72	6	1020	1024	1020			Act 2 (H) Uitem C	2	Act 2 (H) Cpot C	2																				0
Act 3 (H) Super A	18	73	6	1020	1024	1020			Act 3 (H) Uitem A	2	Act 3 (H) Cpot A	2																				0
Act 3 (H) Super B	18	75	6	1020	1024	1020			Act 3 (H) Uitem B	2	Act 3 (H) Cpot B	2																				0
Act 3 (H) Super C	18	78	6	1020	1024	1020			Act 3 (H) Uitem C	2	Act 3 (H) Cpot C	2																				0
Act 4 (H) Super A	18	81	6	1020	1024	1020			Act 4 (H) Uitem A	2	Act 4 (H) Cpot A	2																				0
Act 4 (H) Super B	18	84	6	1020	1024	1020			Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2																				0
Act 4 (H) Super C	18	87	6	1020	1024	1020			Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2																				0
Act 5 (H) Super A	18	90	6	1020	1024	1020			Act 5 (H) Uitem A	2	Act 5 (H) Cpot A	2																				0
Act 5 (H) Super B	18	93	6	1020	1024	1020			Act 5 (H) Uitem B	2	Act 5 (H) Cpot B	2																				0
Act 5 (H) Super C	18	96	6	1020	1024	1020			Act 5 (H) Uitem C	2	Act 5 (H) Cpot C	2																				0
Act 1 Super Ax	18	0	6	1020	1024	1020			Act 1 Uitem A	2	Act 1 Cpot A	2																				0
